Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,User_Score_100,Log_Sales
Supreme Commander 2,X360,2010.0,Strategy,Square Enix,0.23,0.09,0.0,0.03,0.34,75.0,28.0,7.1,23.0,Gas Powered Games,E10+,71.0,0.29266961396282004
Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016.0,Action,Nintendo,0.07,0.14,0.11,0.02,0.34,,,,,,,,0.29266961396282004
Avatar: The Last Airbender - The Burning Earth,DS,2007.0,Action,THQ,0.31,0.0,0.0,0.03,0.34,,,,,,,,0.29266961396282004
Racquet Sports,PS3,2010.0,Sports,Ubisoft,0.11,0.17,0.0,0.06,0.34,45.0,17.0,4.3,8.0,Asobo Studio,E,43.0,0.29266961396282004
Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.04,0.34,80.0,82.0,2.1,6157.0,Relic,M,21.0,0.29266961396282004
Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.28,0.01,0.03,0.03,0.34,80.0,49.0,8.0,47.0,Atlus,T,80.0,0.29266961396282004
DanceDanceRevolution,Wii,2010.0,Simulation,Konami Digital Entertainment,0.28,0.04,0.0,0.02,0.34,,,,,Konami,E,,0.29266961396282004
WWE Day of Reckoning 2,GC,2005.0,Fighting,THQ,0.26,0.07,0.0,0.01,0.34,76.0,36.0,6.0,263.0,Yuke's,T,60.0,0.29266961396282004
NBA 2K12,Wii,2011.0,Sports,Take-Two Interactive,0.29,0.03,0.0,0.02,0.34,,,6.8,6.0,Visual Concepts,E,68.0,0.29266961396282004
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,2010.0,Sports,Sega,0.09,0.19,0.0,0.07,0.34,,,,,,,,0.29266961396282004
Rayman Legends,XOne,2014.0,Platform,Ubisoft,0.13,0.18,0.0,0.03,0.34,91.0,6.0,7.9,218.0,Ubisoft Montpellier,E10+,79.0,0.29266961396282004
SpongeBob SquarePants: The Yellow Avenger,DS,2005.0,Action,THQ,0.31,0.0,0.0,0.02,0.34,67.0,5.0,7.6,10.0,Tantatus,E,76.0,0.29266961396282004
Monopoly,PS3,2008.0,Misc,Electronic Arts,0.25,0.05,0.0,0.04,0.34,54.0,4.0,6.7,13.0,Electronic Arts,E,67.0,0.29266961396282004
SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.29,0.02,0.0,0.03,0.34,69.0,16.0,7.3,8.0,Electronic Arts,E,73.0,0.29266961396282004
Tenchu Z,X360,2006.0,Action,Microsoft Game Studios,0.27,0.02,0.02,0.03,0.34,56.0,51.0,7.3,58.0,K2 LLC,M,73.0,0.29266961396282004
Conan,PS3,2007.0,Action,THQ,0.13,0.15,0.0,0.05,0.34,69.0,35.0,7.2,40.0,Nihilistic,M,72.0,0.29266961396282004
MVP 06 NCAA Baseball,XB,2006.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.34,75.0,29.0,8.6,17.0,EA Canada,E,86.0,0.29266961396282004
Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.34,59.0,16.0,7.2,26.0,Racjin,T,72.0,0.29266961396282004
Momotarou Dentetsu DS: Tokyo & Japan,DS,2007.0,Misc,Hudson Soft,0.0,0.0,0.34,0.0,0.34,,,,,,,,0.29266961396282004
Disney Infinity 3.0,XOne,2015.0,Action,Disney Interactive Studios,0.2,0.11,0.0,0.03,0.34,,,,,,,,0.29266961396282004
Speed Racer: The Videogame,DS,2008.0,Racing,Warner Bros. Interactive Entertainment,0.28,0.04,0.0,0.03,0.34,,,,,,,,0.29266961396282004
F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34,85.0,44.0,7.3,131.0,Day 1 Studios,M,73.0,0.29266961396282004
Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010.0,Strategy,Konami Digital Entertainment,0.13,0.04,0.14,0.03,0.34,,,,,,,,0.29266961396282004
Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,77.0,49.0,7.9,78.0,Ubisoft,T,79.0,0.29266961396282004
Smart Girl's Party Game,DS,2008.0,Misc,505 Games,0.31,0.0,0.0,0.02,0.34,,,,,Starfish,E,,0.29266961396282004
James Bond 007: Legends,PS3,2012.0,Shooter,Activision,0.11,0.16,0.0,0.07,0.34,,,,,,,,0.29266961396282004
The Sims 3: Town Life Stuff,PC,2011.0,Simulation,Electronic Arts,0.11,0.17,0.0,0.05,0.34,,,6.3,14.0,The Sims Studio,T,63.0,0.29266961396282004
Herbie: Fully Loaded,GBA,2005.0,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.34,47.0,9.0,6.8,4.0,Buena Vista Interactive,E,68.0,0.29266961396282004
Kameo: Elements of Power,X360,2005.0,Action,Microsoft Game Studios,0.28,0.03,0.0,0.03,0.34,79.0,76.0,8.1,107.0,Rare Ltd.,T,81.0,0.29266961396282004
Football Manager Handheld 2008,PSP,2007.0,Sports,Sega,0.0,0.33,0.0,0.0,0.34,,,,,,,,0.29266961396282004
Dynasty Warriors 6 Empires,PS3,2009.0,Action,Tecmo Koei,0.14,0.03,0.15,0.02,0.34,62.0,22.0,7.0,26.0,Omega Force,T,70.0,0.29266961396282004
The Shoot,PS3,2010.0,Shooter,Sony Computer Entertainment,0.13,0.15,0.01,0.05,0.34,60.0,39.0,6.2,11.0,Cohort Studios,T,62.0,0.29266961396282004
Disney Sing It: Pop Hits,PS2,2009.0,Misc,Disney Interactive Studios,0.1,0.02,0.0,0.22,0.34,,,,,,,,0.29266961396282004
Dead or Alive 5,PS4,2015.0,Fighting,Tecmo Koei,0.09,0.13,0.08,0.04,0.34,,,,,,,,0.29266961396282004
My Baby Boy,DS,2008.0,Simulation,Nobilis,0.3,0.01,0.0,0.03,0.34,,,,,Dancing Dots,E,,0.29266961396282004
Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.0,0.03,0.02,0.34,82.0,41.0,8.7,32.0,1st Playable Productions,E10+,87.0,0.29266961396282004
Dynasty Warriors: Gundam 2,PS2,2008.0,Action,Namco Bandai Games,0.04,0.03,0.25,0.01,0.34,52.0,8.0,6.5,8.0,Omega Force,T,65.0,0.29266961396282004
Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.01,0.16,0.02,0.34,75.0,37.0,7.1,26.0,TOSE,T,71.0,0.29266961396282004
Imagine: Movie Star,DS,2008.0,Simulation,Ubisoft,0.31,0.0,0.0,0.03,0.34,,,,,"Ubisoft, Powerhead Games",E,,0.29266961396282004
Disney Magic World 2,3DS,2015.0,Action,Nintendo,0.02,0.11,0.19,0.01,0.34,,,,,,,,0.29266961396282004
Delta Force: Black Hawk Down,XB,2005.0,Shooter,NovaLogic,0.25,0.07,0.0,0.01,0.34,61.0,37.0,6.6,19.0,Climax Group,T,66.0,0.29266961396282004
Pirates of the Caribbean: At World's End,X360,2007.0,Action,Disney Interactive Studios,0.29,0.02,0.0,0.03,0.34,58.0,42.0,5.3,21.0,Eurocom Entertainment Software,T,53.0,0.29266961396282004
Angry Birds Star Wars,3DS,2013.0,Strategy,Activision,0.15,0.15,0.0,0.03,0.34,,,3.0,8.0,Exient Entertainment,E,30.0,0.29266961396282004
World Championship Poker 2: Featuring Howard Lederer,PS2,2005.0,Misc,Oxygen Interactive,0.16,0.13,0.0,0.04,0.34,67.0,20.0,,,Point of View,T,,0.29266961396282004
The Eye of Judgment,PS3,2007.0,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.33,75.0,43.0,8.2,51.0,SCEJ,T,82.0,0.28517894223366236
Sengoku Musou 3 Z,PS3,2011.0,Action,Ackkstudios,0.0,0.0,0.33,0.0,0.33,,,,,,,,0.28517894223366236
Tom Clancy's Ghost Recon Advanced Warfighter,XB,2006.0,Shooter,Ubisoft,0.21,0.11,0.0,0.01,0.33,66.0,14.0,6.0,27.0,Ubisoft Shanghai,T,60.0,0.28517894223366236
Iron Man 2,DS,2010.0,Action,Sega,0.14,0.16,0.0,0.03,0.33,54.0,7.0,,,Sega Studios San Francisco,E10+,,0.28517894223366236
NHL 09,PS3,2008.0,Sports,Electronic Arts,0.29,0.02,0.0,0.03,0.33,88.0,25.0,7.7,41.0,EA Canada,E10+,77.0,0.28517894223366236
World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.08,0.14,0.08,0.04,0.33,77.0,74.0,8.3,222.0,Square Enix,E10+,83.0,0.28517894223366236
NHL 17,PS4,2016.0,Sports,Electronic Arts,0.19,0.08,0.0,0.06,0.33,78.0,26.0,5.8,67.0,"EA Canada, EA Vancouver",E10+,58.0,0.28517894223366236
Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.22,0.0,0.09,0.02,0.33,78.0,27.0,8.6,32.0,Inti Creates,E10+,86.0,0.28517894223366236
Transformers: Revenge of the Fallen (DS Versions),DS,2009.0,Action,Activision,0.17,0.13,0.0,0.03,0.33,,,,,,,,0.28517894223366236
NCAA Basketball 10,PS3,2009.0,Sports,Electronic Arts,0.31,0.0,0.0,0.03,0.33,75.0,17.0,7.8,6.0,EA Canada,E,78.0,0.28517894223366236
Star Ocean 5: Integrity and Faithlessness,PS4,2016.0,Role-Playing,Square Enix,0.07,0.09,0.15,0.03,0.33,,,,,,,,0.28517894223366236
Jeanne d'Arc,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33,87.0,45.0,8.2,74.0,Level 5,T,82.0,0.28517894223366236
Tales of the World: Radiant Mythology 2,PSP,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33,,,,,,,,0.28517894223366236
Night at the Museum: Battle of the Smithsonian,DS,2009.0,Action,Majesco Entertainment,0.12,0.18,0.0,0.04,0.33,,,,,Fizz Factor,E,,0.28517894223366236
Harry Potter and the Deathly Hallows - Part 2,X360,2011.0,Action,Electronic Arts,0.19,0.11,0.0,0.03,0.33,44.0,31.0,5.4,24.0,EA Bright Light,T,54.0,0.28517894223366236
Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,0.33,64.0,9.0,6.4,7.0,TOSE,E,64.0,0.28517894223366236
The Sims 2,GC,2005.0,Simulation,Electronic Arts,0.26,0.07,0.0,0.01,0.33,73.0,22.0,8.3,8.0,Maxis,T,83.0,0.28517894223366236
Untold Legends: The Warriors Code,PSP,2006.0,Role-Playing,Ubisoft,0.14,0.12,0.0,0.08,0.33,65.0,46.0,8.3,28.0,Sony Online Entertainment,T,83.0,0.28517894223366236
The King of Fighters XIII,X360,2011.0,Fighting,Rising Star Games,0.23,0.06,0.01,0.03,0.33,79.0,31.0,8.2,51.0,SNK Playmore,T,82.0,0.28517894223366236
Fracture,X360,2008.0,Shooter,LucasArts,0.15,0.14,0.0,0.04,0.33,63.0,60.0,6.2,45.0,Day 1 Studios,T,62.0,0.28517894223366236
Ninja Blade,X360,2009.0,Action,Microsoft Game Studios,0.14,0.14,0.02,0.03,0.33,68.0,65.0,6.8,55.0,From Software,M,68.0,0.28517894223366236
Bookworm,DS,2009.0,Puzzle,PopCap Games,0.3,0.01,0.0,0.02,0.33,80.0,5.0,,,PopCap,E,,0.28517894223366236
LEGO Batman 2: DC Super Heroes,PSV,2012.0,Action,Warner Bros. Interactive Entertainment,0.16,0.11,0.0,0.06,0.33,62.0,9.0,6.7,46.0,TT Games,E10+,67.0,0.28517894223366236
Bee Movie Game,Wii,2007.0,Action,Activision,0.3,0.01,0.0,0.03,0.33,62.0,16.0,7.6,7.0,Smart Bomb Interactive,E,76.0,0.28517894223366236
Sniper: Ghost Warrior 2,PS3,2013.0,Shooter,City Interactive,0.05,0.18,0.03,0.07,0.33,52.0,15.0,6.0,82.0,City Interactive,M,60.0,0.28517894223366236
Shrek SuperSlam,GBA,2005.0,Action,Activision,0.24,0.09,0.0,0.01,0.33,58.0,4.0,,,"Amaze Entertainment, Griptonite Games",E10+,,0.28517894223366236
LEGO Pirates of the Caribbean: The Video Game,PSP,2011.0,Action,Disney Interactive Studios,0.12,0.13,0.0,0.08,0.33,67.0,5.0,,,Traveller's Tales,E10+,,0.28517894223366236
Virtua Tennis 2009,X360,2009.0,Sports,Sega,0.12,0.18,0.0,0.03,0.33,70.0,43.0,6.2,15.0,Sumo Digital,E,62.0,0.28517894223366236
Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,80.0,35.0,8.0,27.0,Capcom,T,80.0,0.28517894223366236
MLB 09: The Show,PS2,2009.0,Sports,Sony Computer Entertainment,0.16,0.13,0.0,0.04,0.33,79.0,7.0,7.5,12.0,SCEA San Diego Studios,E,75.0,0.28517894223366236
Hell's Kitchen: The Game,Wii,2008.0,Simulation,Ubisoft,0.3,0.0,0.0,0.03,0.33,,,,,,,,0.28517894223366236
Scooby-Doo! First Frights,PS2,2009.0,Action,Warner Bros. Interactive Entertainment,0.14,0.03,0.0,0.16,0.33,,,,,,,,0.28517894223366236
Fight Night Round 3,XB,2006.0,Fighting,Electronic Arts,0.26,0.06,0.0,0.01,0.33,83.0,32.0,9.0,21.0,EA Chicago,T,90.0,0.28517894223366236
Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,86.0,25.0,8.2,15.0,Intelligent Systems,E,82.0,0.28517894223366236
Naruto: Rise of a Ninja,X360,2007.0,Action,Ubisoft,0.29,0.01,0.0,0.03,0.33,78.0,35.0,8.6,84.0,Ubisoft Montreal,T,86.0,0.28517894223366236
Cabela's Dangerous Hunts 2011,PS3,2010.0,Sports,Activision,0.26,0.04,0.0,0.03,0.33,60.0,4.0,5.4,9.0,Activision,T,54.0,0.28517894223366236
Hatsune Miku: Project Diva Extend,PSP,2011.0,Misc,Sega,0.0,0.0,0.33,0.0,0.33,,,,,,,,0.28517894223366236
Disgaea 2: Cursed Memories,PS2,2006.0,Role-Playing,Tecmo Koei,0.09,0.07,0.15,0.02,0.33,84.0,54.0,6.4,42.0,Nippon Ichi Software,T,64.0,0.28517894223366236
Etrian Odyssey,DS,2007.0,Role-Playing,Nintendo,0.19,0.02,0.09,0.02,0.33,75.0,30.0,8.5,37.0,"Lancarse, Atlus",T,85.0,0.28517894223366236
Call Of Duty 2: Big Red One,GC,2005.0,Shooter,Activision,0.25,0.07,0.0,0.01,0.33,76.0,28.0,7.9,14.0,Treyarch,T,79.0,0.28517894223366236
Dragon Ball Z: Extreme Butoden,3DS,2015.0,Fighting,Namco Bandai Games,0.12,0.03,0.16,0.02,0.33,61.0,32.0,6.6,32.0,Arc System Works,T,66.0,0.28517894223366236
Night at the Museum: Battle of the Smithsonian,Wii,2009.0,Action,Majesco Entertainment,0.17,0.13,0.0,0.03,0.33,54.0,8.0,,,"Pipeworks Software, Inc.",E10+,,0.28517894223366236
NeoGeo Battle Coliseum,PS2,2005.0,Fighting,Ignition Entertainment,0.16,0.13,0.0,0.04,0.33,66.0,21.0,8.8,6.0,SNK Playmore,T,88.0,0.28517894223366236
Resonance of Fate,X360,2010.0,Role-Playing,Sega,0.12,0.13,0.06,0.03,0.33,74.0,43.0,7.7,96.0,Tri-Ace,T,77.0,0.28517894223366236
Harry Potter and the Deathly Hallows - Part 2,Wii,2011.0,Action,Electronic Arts,0.17,0.13,0.0,0.03,0.33,47.0,6.0,6.6,5.0,EA Bright Light,T,66.0,0.28517894223366236
We Sing Deutsche Hits,Wii,2011.0,Misc,Nordic Games,0.0,0.29,0.0,0.04,0.33,,,,,,,,0.28517894223366236
SpongeBob SquarePants: Creature from the Krusty Krab,GC,2006.0,Platform,THQ,0.25,0.07,0.0,0.01,0.33,74.0,5.0,7.7,12.0,Blitz Games,E,77.0,0.28517894223366236
MLB 08: The Show,PSP,2008.0,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33,83.0,14.0,8.4,12.0,SCEA San Diego Studios,E,84.0,0.28517894223366236
The X-Factor,Wii,2010.0,Misc,Deep Silver,0.0,0.28,0.0,0.04,0.33,,,,,,,,0.28517894223366236
Capcom Classics Collection Reloaded,PSP,2006.0,Misc,Capcom,0.26,0.0,0.03,0.03,0.33,75.0,27.0,,,"Capcom, Klein Computer Entertainment",T,,0.28517894223366236
Naruto: Gekito Ninja Taisen! 4,GC,2005.0,Fighting,Tomy Corporation,0.0,0.0,0.32,0.01,0.33,,,,,,,,0.28517894223366236
Medal of Honor: Warfighter,PC,2012.0,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33,55.0,30.0,5.4,599.0,Danger Close,M,54.0,0.28517894223366236
MVP Baseball 2005,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,88.0,20.0,8.7,16.0,EA Sports,E,87.0,0.28517894223366236
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,DS,2007.0,Misc,Rocket Company,0.0,0.0,0.33,0.0,0.33,,,,,,,,0.28517894223366236
SSX Blur,Wii,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,74.0,52.0,8.1,60.0,EA Montreal,E,81.0,0.28517894223366236
Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.09,0.05,0.15,0.04,0.33,80.0,55.0,8.1,235.0,Spike Chunsoft,M,81.0,0.28517894223366236
Harry Potter and the Half-Blood Prince,PS3,2009.0,Action,Electronic Arts,0.15,0.12,0.0,0.05,0.33,66.0,35.0,7.1,17.0,EA Bright Light,E10+,71.0,0.28517894223366236
Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.16,0.0,0.05,0.33,,,8.3,111.0,Creative Assembly,M,83.0,0.28517894223366236
Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007.0,Action,Tecmo Koei,0.0,0.0,0.33,0.0,0.33,,,,,,,,0.28517894223366236
Teen Titans,GC,2006.0,Action,THQ,0.25,0.07,0.0,0.01,0.33,63.0,11.0,6.9,11.0,Artificial Mind and Movement,E10+,69.0,0.28517894223366236
Def Jam Rapstar,Wii,2010.0,Misc,Konami Digital Entertainment,0.29,0.02,0.0,0.02,0.33,65.0,5.0,,,"Terminal Reality, 4mm Games",T,,0.28517894223366236
MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.28,0.02,0.0,0.02,0.33,70.0,7.0,8.3,9.0,Rainbow Studios,E,83.0,0.28517894223366236
Binary Domain,PS3,2012.0,Action,Sega,0.09,0.07,0.14,0.03,0.33,72.0,33.0,8.2,179.0,Sega,M,82.0,0.28517894223366236
NBA Live 06,GC,2005.0,Sports,Electronic Arts,0.25,0.07,0.0,0.01,0.33,76.0,14.0,,,EA Canada,E,,0.28517894223366236
Dr. Mario / Puzzle League,GBA,2005.0,Puzzle,Nintendo,0.12,0.04,0.16,0.01,0.33,74.0,14.0,,,Intelligent Systems,E,,0.28517894223366236
Family Party: 90 Great Games Party Pack,Wii,2010.0,Misc,D3Publisher,0.31,0.0,0.0,0.02,0.33,,,,,D3Publisher,E10+,,0.28517894223366236
DECA Sports Freedom,X360,2010.0,Sports,Hudson Soft,0.27,0.04,0.0,0.02,0.33,26.0,16.0,3.7,9.0,AI,E10+,37.0,0.28517894223366236
NBA 2K10,PSP,2009.0,Sports,Take-Two Interactive,0.3,0.0,0.0,0.03,0.33,,,8.1,13.0,Visual Concepts,E,81.0,0.28517894223366236
Major League Baseball 2K6,XB,2006.0,Sports,Take-Two Interactive,0.24,0.07,0.0,0.01,0.33,71.0,21.0,5.7,12.0,Kush Games,E,57.0,0.28517894223366236
Golden Axe: Beast Rider,X360,2008.0,Action,Sega,0.19,0.11,0.0,0.03,0.33,45.0,33.0,5.8,33.0,Secret Level,M,58.0,0.28517894223366236
EA Playground,DS,2007.0,Sports,Electronic Arts,0.29,0.01,0.0,0.03,0.33,60.0,8.0,7.6,13.0,Piranha Games,E,76.0,0.28517894223366236
Buzz! The Ultimate Music Quiz,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.25,0.0,0.08,0.33,,,,,,,,0.28517894223366236
Discovery Kids: Puppy Playtime,DS,2009.0,Simulation,505 Games,0.3,0.0,0.0,0.02,0.33,,,,,505 Games,E,,0.28517894223366236
The Witcher: Enhanced Edition,PC,2008.0,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32,86.0,30.0,8.5,1660.0,CD Projekt Red Studio,M,85.0,0.2776317365982795
Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.17,0.13,0.0,0.03,0.32,65.0,26.0,8.2,5.0,Sanzaru Games,E,82.0,0.2776317365982795
Chicken Riot,Wii,2010.0,Action,City Interactive,0.14,0.15,0.0,0.03,0.32,,,,,City Interactive,T,,0.2776317365982795
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012.0,Fighting,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,,,,,,,,0.2776317365982795
Might & Magic Heroes VI,PC,2011.0,Role-Playing,Ubisoft,0.13,0.14,0.0,0.05,0.32,,,,,,,,0.2776317365982795
Iron Man 2,Wii,2010.0,Action,Sega,0.15,0.15,0.0,0.03,0.32,41.0,11.0,4.6,12.0,High Voltage Software,T,46.0,0.2776317365982795
NCAA Basketball 10,X360,2009.0,Sports,Electronic Arts,0.3,0.0,0.0,0.02,0.32,75.0,22.0,,,EA Canada,E,,0.2776317365982795
The Adventures of Tintin: The Game,Wii,2011.0,Action,Ubisoft,0.12,0.16,0.0,0.04,0.32,,,5.7,6.0,Ubisoft Montpellier,E10+,57.0,0.2776317365982795
Battlestations: Pacific,X360,2009.0,Strategy,Eidos Interactive,0.17,0.11,0.01,0.03,0.32,76.0,48.0,7.4,41.0,Eidos Interactive,T,74.0,0.2776317365982795
Elebits,Wii,2006.0,Action,Konami Digital Entertainment,0.22,0.01,0.08,0.02,0.32,75.0,46.0,7.4,33.0,Konami,E,74.0,0.2776317365982795
Style Lab: Jewelry Design,DS,2009.0,Simulation,Ubisoft,0.3,0.0,0.0,0.02,0.32,,,,,Ubisoft,E,,0.2776317365982795
Def Jam Rapstar,PS3,2010.0,Misc,Konami Digital Entertainment,0.25,0.04,0.0,0.03,0.32,75.0,25.0,6.3,4.0,"Terminal Reality, 4mm Games",T,63.0,0.2776317365982795
Hatsune Miku: Project Mirai DX,3DS,2015.0,Misc,Sega,0.16,0.04,0.1,0.02,0.32,80.0,32.0,8.5,71.0,Sega,E10+,85.0,0.2776317365982795
Just Dance 2016,XOne,2015.0,Misc,Ubisoft,0.25,0.04,0.0,0.03,0.32,66.0,10.0,6.1,18.0,Ubisoft,E10+,61.0,0.2776317365982795
Golden Axe: Beast Rider,PS3,2008.0,Action,Sega,0.13,0.14,0.0,0.06,0.32,44.0,30.0,5.6,23.0,Secret Level,M,56.0,0.2776317365982795
Dead Space 2,PC,2011.0,Shooter,Electronic Arts,0.13,0.15,0.0,0.04,0.32,87.0,28.0,8.3,974.0,Visceral Games,M,83.0,0.2776317365982795
Momotarou Dentetsu 20-Shuunen,DS,2008.0,Misc,Hudson Soft,0.0,0.0,0.32,0.0,0.32,,,,,,,,0.2776317365982795
Bratz: Girlz Really Rock,DS,2008.0,Action,THQ,0.18,0.11,0.0,0.03,0.32,,,,,Blitz Games,E,,0.2776317365982795
Minute to Win It,X360,2011.0,Misc,Zoo Games,0.3,0.0,0.0,0.02,0.32,,,,,Smack Down Productions,E,,0.2776317365982795
The Black Eyed Peas Experience,X360,2011.0,Misc,Ubisoft,0.2,0.1,0.0,0.03,0.32,66.0,17.0,5.8,8.0,iNiS,T,58.0,0.2776317365982795
NBA Street V3,XB,2005.0,Sports,Electronic Arts,0.28,0.03,0.0,0.01,0.32,89.0,41.0,8.9,10.0,EA Canada,E,89.0,0.2776317365982795
Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision,0.25,0.05,0.0,0.03,0.32,50.0,8.0,5.2,16.0,n-Space,T,52.0,0.2776317365982795
Remember Me,PS3,2013.0,Action,Capcom,0.1,0.17,0.0,0.06,0.32,72.0,37.0,7.4,424.0,DONTNOD Entertainment,M,74.0,0.2776317365982795
Silent Hill: Downpour,X360,2012.0,Action,Konami Digital Entertainment,0.22,0.08,0.0,0.02,0.32,68.0,38.0,7.3,269.0,Konami,M,73.0,0.2776317365982795
Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.32,72.0,31.0,7.1,35.0,Capcom Vancouver,M,71.0,0.2776317365982795
Dragon Ball: XenoVerse,XOne,2015.0,Fighting,Namco Bandai Games,0.18,0.11,0.0,0.03,0.32,67.0,18.0,7.2,128.0,Dimps Corporation,T,72.0,0.2776317365982795
Eternal Sonata,X360,2007.0,Role-Playing,Atari,0.19,0.04,0.08,0.02,0.32,79.0,56.0,7.9,97.0,Tri-Crescendo,T,79.0,0.2776317365982795
Dead or Alive 5,X360,2012.0,Fighting,Ubisoft Annecy,0.19,0.08,0.03,0.03,0.32,76.0,39.0,7.9,95.0,Team Ninja,M,79.0,0.2776317365982795
Dragon Ball Heroes: Ultimate Mission 2 ,3DS,2014.0,Strategy,Namco Bandai Games,0.0,0.0,0.32,0.0,0.32,,,,,,,,0.2776317365982795
Overlord II,X360,2009.0,Action,Codemasters,0.15,0.14,0.0,0.03,0.32,75.0,60.0,7.2,46.0,Triumph Studios,T,72.0,0.2776317365982795
Madden NFL 09,DS,2008.0,Sports,Electronic Arts,0.3,0.0,0.0,0.02,0.32,,,7.8,4.0,Exient Entertainment,E,78.0,0.2776317365982795
Dance Dance Revolution Universe,X360,2007.0,Simulation,Konami Digital Entertainment,0.3,0.0,0.0,0.02,0.32,74.0,26.0,8.8,5.0,Konami,E10+,88.0,0.2776317365982795
"Go, Diego, Go!: Great Dinosaur Rescue",PS2,2008.0,Action,Take-Two Interactive,0.16,0.12,0.0,0.04,0.32,,,,,,,,0.2776317365982795
Batman: Arkham Asylum,PC,2009.0,Action,Eidos Interactive,0.0,0.28,0.0,0.05,0.32,91.0,29.0,8.7,1736.0,Rocksteady Studios,T,87.0,0.2776317365982795
"Warhammer 40,000: Squad Command",PSP,2007.0,Strategy,THQ,0.11,0.13,0.0,0.08,0.32,67.0,25.0,7.6,26.0,RedLynx,T,76.0,0.2776317365982795
Darkwatch,PS2,2005.0,Shooter,Ubisoft,0.16,0.12,0.0,0.04,0.32,74.0,37.0,8.4,42.0,High Moon Studios,M,84.0,0.2776317365982795
Tony Hawk's American Wasteland,X360,2005.0,Sports,Activision,0.28,0.01,0.0,0.03,0.32,75.0,43.0,7.2,21.0,Neversoft Entertainment,T,72.0,0.2776317365982795
Beautiful Katamari,X360,2007.0,Puzzle,Namco Bandai Games,0.14,0.02,0.15,0.02,0.32,73.0,52.0,7.0,40.0,Now Production,E,70.0,0.2776317365982795
Ben 10 Ultimate Alien: Cosmic Destruction,DS,2010.0,Platform,D3Publisher,0.22,0.08,0.0,0.03,0.32,,,,,Griptonite Games,E10+,,0.2776317365982795
Pony Friends 2,DS,2009.0,Simulation,Eidos Interactive,0.21,0.09,0.0,0.03,0.32,,,,,Tantalus Interactive,E,,0.2776317365982795
My Baby: First Steps,DS,2009.0,Simulation,SouthPeak Games,0.27,0.03,0.0,0.02,0.32,,,,,Nobilis,E,,0.2776317365982795
Harry Potter and the Deathly Hallows - Part 2,PS3,2011.0,Action,Electronic Arts,0.14,0.13,0.0,0.05,0.32,43.0,21.0,5.7,27.0,EA Bright Light,T,57.0,0.2776317365982795
